Product,Category,Country,Reported packaging type,Sample size (n),Summarized findings (ng/serving),Compounds tested,Phthalates (ng/serving),Phthalate substitutes (ng/serving),Bisphenols (ng/serving),Author,Title,Published,Reporting format,Mean DBP (ng/g),Mean BBP (ng/g),Mean DEHP (ng/g),Mean DINP (ng/g),Mean DIDP (ng/g),Mean DMP (ng/g),Mean DEP (ng/g),Mean DIBP (ng/g),Mean DNHP (ng/g),Mean DCHP (ng/g),Mean DNOP (ng/g),Mean DIDA (ng/g),Mean DEHA (ng/g),Mean DINCH (ng/g),Mean DEHT (ng/g),Mean BPA (ng/g),Mean BPS (ng/g),Mean BPF (ng/g),Serving size (g),Notes,Avg individual phthalate amount (ng/serving),Avg individual phthalate substitute amount (ng/serving),Avg individual bisphenol amount (ng/serving),Phthalates (n),Phthalate substitutes (n),Bisphenols (n)
Spinach,Fruits and vegetables,South Africa,Packaged,1,"12 ng/serving for 4 phthalates
0 ng/serving for 3 phthalate substitutes
339 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",12,0,339,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,0.41,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,0,N/A,11.3,0,N/A,30,,3,0,170,4,3,2
Spinach,Fruits and vegetables,South Africa,Non-packaged,2,"548 ng/serving for 4 phthalates
45 ng/serving for 3 phthalate substitutes
142 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",548,45,142,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,2.15±0.19,5.51±1.27,N/A,N/A,10.6±15.0,N/A,N/A,N/A,N/A,0,1.49±2.03,0,N/A,4.74±6.28,0,N/A,30,,137,15,71,4,3,2
Whole wheat bread (outside layer),Grain,South Africa,Packaged,2,"2,889 ng/serving for 4 phthalates
3,790 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",2889,3790,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,16.1±2.0,N/A,N/A,80.2±113,N/A,N/A,N/A,N/A,0,3.32±4.62,123±76.3,N/A,0,0,N/A,30,,722,1263,0,4,3,2
Whole wheat bread (core),Grain,South Africa,Packaged,2,"2,497 ng/serving for 4 phthalates
2,223 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",2497,2223,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,3.53±2.12,N/A,N/A,79.7±113,N/A,N/A,N/A,N/A,0,0,74.1±4.82,N/A,0,0,N/A,30,,624,741,0,4,3,2
Whole wheat bread (outside layer),Grain,South Africa,Non-packaged,1,"75 ng/serving for 4 phthalates
723 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",75,723,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,2.5,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,24.1,N/A,0,0,N/A,30,,19,241,0,4,3,2
Whole wheat bread (core),Grain,South Africa,Non-packaged,1,"89 ng/serving for 4 phthalates
885 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",89,885,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,2.98,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,29.5,N/A,0,0,N/A,30,,22,295,0,4,3,2
White bread (outside layer),Grain,South Africa,Packaged,1,"1,479 ng/serving for 4 phthalates
9,417 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",1479,9417,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,49.3,N/A,N/A,0,N/A,N/A,N/A,N/A,0,243,70.9,N/A,0,0,N/A,30,,370,3139,0,4,3,2
White bread (core),Grain,South Africa,Packaged,1,"336 ng/serving for 4 phthalates
1,572 ng/serving for 3 phthalate substitutes
0 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",336,1572,0,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,11.2,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,52.4,N/A,0,0,N/A,30,,84,524,0,4,3,2
Canned tuna in oil,Seafood,South Africa,Canned,2,"6,520 ng/serving for 4 phthalates
67 ng/serving for 3 phthalate substitutes
1,258 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",6520,67,1258,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,0,N/A,0,13.2±0.60,N/A,N/A,63.5±89.8,N/A,N/A,N/A,N/A,0.79±1.01,0,0,N/A,14.8±20.6,0,N/A,85,,1630,22,629,4,3,2
Canned tuna in water,Seafood,South Africa,Canned,2,"3,562 ng/serving for 4 phthalates
0 ng/serving for 3 phthalate substitutes
995 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",3562,0,994,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,1.16±1.56,N/A,2.14±1.59,10.6±3.05,N/A,N/A,28.0±39.4,N/A,N/A,N/A,N/A,0,0,0,N/A,11.7±2.7,0,N/A,85,,890,0,497,4,3,2
Chicken,Meat and poultry,Spain,Plastic and porex tray,32,210 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,210,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1 (1.0),0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,70,0,0,3
Eggs,Egg,Spain,Plastic and paperboard,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,50,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Whole milk,Dairy,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,250,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Whole milk,Dairy,Spain,Carton,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,250,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Whole milk,Dairy,Spain,Carton,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,250,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Whole milk,Dairy,Spain,Carton,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,250,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Frozen hake,Seafood,Spain,Plastic and paperboard,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,D,0,0,150,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Lentils,Grain,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,D,0,0,60,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Grape,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,D,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Blueberries,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Pineapple,Fruits and vegetables,Spain,Plastic,32,"5,560 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,5560,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.3 (4.6),44.3 (2.8),0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,1853,0,0,3
Raspberry,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Melon,Fruits and vegetables,Spain,Plastic,32,"1,812 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,1812,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.86 (4.21),4.22 (2.13),0,150,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,604,0,0,3
Apple,Fruits and vegetables,Spain,Not packed,32,"2,805 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,2805,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0 (9.1),12.7 (1.6),0,150,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,935,0,0,3
Apple,Fruits and vegetables,Spain,Plastic,32,"1,710 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,1710,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9 (2.4),8.5 (3.3),0,150,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,570,0,0,3
Pear,Fruits and vegetables,Spain,Not packed,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,150,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Frozen red fruit mix,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Frozen mango,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,D,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Frozen chopped garlic,Fruits and vegetables,Spain,Plastic,32,7 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,7,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1.36 (0.77),0,5,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,2,0,0,3
Frozen chopped onion,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,30,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Frozen chopped parsley,Fruits and vegetables,Spain,Plastic,32,333 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,333,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,33.3 (13.9),0,10,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,111,0,0,3
Frozen spinach,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,D,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Tomato,Fruits and vegetables,Spain,Not packed,32,470 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,470,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4.7 (2.2),0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,157,0,0,3
Tomato,Fruits and vegetables,Spain,Plastic,32,"2,590 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,2590,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,25.9 (10.7),0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,863,0,0,3
Striped carrot,Fruits and vegetables,Spain,Plastic,32,920 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,920,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,11.5 (5.3),0,80,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,307,0,0,3
Carrot,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,D,0,80,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Lettuce,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,30,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Pumpkin,Fruits and vegetables,Spain,Plastic,32,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Mushrooms,Fruits and vegetables,Spain,Plastic,32,"1,600 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,1600,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,16.0 (6.9),0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,533,0,0,3
Green pepper,Fruits and vegetables,Spain,Not packed,32,"2,750 ng/serving for 3 bisphenols","Bisphenols: BPA, BPS, BPF",0,0,2750,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,27.5 (6.3),0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,917,0,0,3
Cooked ham,Meat and poultry,Spain,Plastic,21,330 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,330,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6 (3.4),0,0,50,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,110,0,0,3
Spicy sausage,Meat and poultry,Spain,Plastic,21,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,50,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Spicy sausage,Meat and poultry,Spain,Plastic,21,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,50,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Chicken burguer,Meat and poultry,Spain,Plastic,21,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
Chicken burguer,Meat and poultry,Spain,Plastic,21,0 ng/serving for 3 bisphenols,"Bisphenols: BPA, BPS, BPF",0,0,0,Gálvez-Ontiveros et al.,Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain,2021,mean (SD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,"Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.",,,0,0,0,3
